매장이름,위도주소,경도주소,매장타입,매장주소,시도
대구중동DT,35.847384,128.612529,generalDT,대구광역시 수성구 수성로 243 (중동),대구광역시
대구중동네거리DT,35.840917,128.613963,generalDT,대구광역시 수성구 청수로 51 (중동),대구광역시
대구상동DT,35.8296424,128.6116932,generalDT,대구광역시 수성구 무학로 29(상동),대구광역시
대구황금DT,35.839069,128.625797,generalDT,대구광역시 수성구 청수로 164 (지산동),대구광역시
대구삼성화재,35.86609597,128.6262814,general,대구광역시 수성구 동대구로 401 (범어동) 삼성화재사옥,대구광역시
대구시지,35.8394934,128.7080427,general,대구광역시 수성구 달구벌대로 3216 (신매동),대구광역시
대구만촌DT,35.85633664,128.6502328,generalDT,"대구광역시 수성구 달구벌대로 2636, , 853-25번지 (만촌동)",대구광역시
대구수성하이츠,35.86042336,128.6135816,general,"대구광역시 수성구 수성로 393, 수성하이츠 1층 (수성동4가)",대구광역시
동아수성,35.82116609,128.6401272,general,"대구광역시 수성구 지범로 191, 동아백화점수성점 1층 (범물동)",대구광역시
수성레이크,35.825764,128.621814,general,대구광역시 수성구 수성못길 4 (두산동),대구광역시
대구범어제니스,35.8592502,128.6295594,general,"대구광역시 수성구 달구벌대로 2435, 두산위브더제니스아파트 상가 1층 110호 (범어동)",대구광역시
대구두산DT,35.82728289,128.6258486,generalDT,대구광역시 수성구 지범로 37 (두산동),대구광역시
대구들안길DT,35.837524,128.61636,generalDT,대구광역시 수성구 들안로 85 (상동),대구광역시
대구만촌이마트,35.87120642,128.6371529,general,대구광역시 수성구 동원로 136 (만촌동),대구광역시
대구신매역,35.83971524,128.7049019,general,대구광역시 수성구 고산로 102 (신매동),대구광역시
대구범어푸르지오,35.861236,128.622831,general,"대구광역시 수성구 상록로 15 (범어동, 범어센트럴푸르지오)",대구광역시
대구수성동,35.853776,128.620304,general,대구광역시 수성구 명덕로 460 (수성동3가),대구광역시
대구시티센터,35.870954,128.598092,general,대구광역시 중구 국채보상로 611 (문화동),대구광역시
대구계산,35.866429,128.589696,general,대구광역시 중구 달구벌대로415길 1 (계산동2가),대구광역시
대구중앙로역,35.870674,128.594374,general,대구광역시 중구 국채보상로 582 (남일동),대구광역시
대구공평DT,35.86955912,128.6006787,generalDT,대구광역시 중구 국채보상로 642 (동인동2가),대구광역시
반월당,35.86614724,128.5920181,general,대구광역시 중구 달구벌대로 2085 (덕산동) 동아쇼핑,대구광역시
동성로광장,35.867319,128.594217,general,대구광역시 중구 동성로 4 (동성로3가),대구광역시
동성로로데오,35.86723,128.597862,general,대구광역시 중구 동성로5길 62 (삼덕동1가),대구광역시
대구종로고택,35.8684287,128.5924722,general,대구광역시 중구 중앙대로77길 22 (종로2가),대구광역시
대구반월삼성,35.86614486,128.5930476,general,대구광역시 중구 달구벌대로 2095 (덕산동),대구광역시
대구228중앙공원,35.8701932,128.5969103,general,대구광역시 중구 동성로2길 95 (동성로2가),대구광역시
대구칠성DT,35.879674,128.596391,generalDT,대구광역시 북구 중앙대로 524 (칠성동2가),대구광역시
대구유통단지,35.905624,128.613347,general,대구광역시 북구 유통단지로8길 78 106호 (산격동),대구광역시
대구칠곡대로DT,35.92685125,128.5478845,generalDT,대구광역시 북구 칠곡중앙대로 348 (태전동),대구광역시
대구동천,35.9425387,128.5604376,general,대구광역시 북구 동천로 123,대구광역시
대구침산DT,35.8874784,128.5918376,generalDT,대구광역시 북구 침산로 126 (침산동),대구광역시
대구칠곡,35.9421792,128.5638788,general,대구광역시 북구 학정로 422 (구암동) 태을빌딩,대구광역시
경북대,35.89232,128.608586,general,대구광역시 북구 대학로 75 (산격동),대구광역시
대구도남,35.95291877,128.5833848,general,대구광역시 북구 도남중앙로9길 1 (국우동),대구광역시
대구복현DT,35.8967637,128.6146417,generalDT,대구광역시 북구 대학로 150 (복현동),대구광역시
대구칠곡읍내DT,35.9518399,128.5531285,generalDT,대구광역시 북구 칠곡중앙대로 631 칠곡중앙대로 631,대구광역시
대구칠성이마트,35.88507266,128.5897547,general,대구광역시 북구 침산로 93 (칠성동2가),대구광역시
칠곡경북대학교병원,35.95692179,128.5635245,general,대구광역시 북구 호국로 807 (학정동),대구광역시
대구금호,35.89603955,128.5145651,general,대구광역시 북구 한강로4길 9 (사수동),대구광역시
대구태전DT,35.90990275,128.5487293,generalDT,대구광역시 북구 칠곡중앙대로 158 (태전동),대구광역시
대구테크노폴리스,35.693334,128.459251,general,"대구광역시 달성군 유가면 테크노상업로 84 대경타워 105호, 106호, 107호",대구광역시
대구죽곡,35.859055,128.464166,general,대구광역시 달성군 달구벌대로 861 (다사읍),대구광역시
대구현풍DT,35.69152394,128.4447612,generalDT,대구광역시 달성군 현풍읍 비슬로 588 ,대구광역시
대구국가산단DT,35.65263365,128.4180643,generalDT,대구광역시 달성군 구지면 국가산단대로 260 ,대구광역시
대전IC DT,36.35423933,127.4442591,generalDT,대전광역시 대덕구 동서대로 1776 (비래동),대전광역시
대전신탄진DT,36.4486603,127.4199831,generalDT,대전광역시 대덕구 대덕대로 1544 (석봉동),대전광역시
대전송촌,36.36623666,127.4380261,general,"대전광역시 대덕구 송촌북로36번길 36, 1층 (송촌동)",대전광역시
신탄진금강DT,36.454619,127.42882,generalDT,대전광역시 대덕구 신탄진로 866 (신탄진동),대전광역시
대전터미널DT,36.347995,127.434241,generalDT,대전광역시 동구 동서대로 1658 (성남동),대전광역시
대전판암DT,36.317013,127.453623,generalDT,대전광역시 동구 옥천로 118 (판암동),대전광역시
대전스타일마켓,36.35019619,127.437304,general,"대전광역시 동구 동서대로 1689, 2층 (용전동)",대전광역시
대전가오,36.3070199,127.4561304,general,대전광역시 동구 동구청로 101 (가오동),대전광역시
대전신흥역DT,36.3189576,127.4511473,generalDT,대전광역시 동구 옥천로 89 (판암동),대전광역시
대전용운,36.3289964,127.4671156,general,대전광역시 동구 동부로 178 (용운동),대전광역시
대전용전DT,36.357196,127.435505,generalDT,대전광역시 동구 한밭대로 1239 (용전동),대전광역시
대전정부청사역,36.358046,127.382279,general,대전광역시 서구 한밭대로 755 (둔산동),대전광역시
대전건양대병원,36.30746948,127.3410047,general,대전광역시 서구 관저동로 170 (관저동)1층,대전광역시
대전탄방역,36.343242,127.385313,general,대전광역시 서구 문정로2번길 95 (탄방동),대전광역시
대전복수,36.298345,127.37824,general,대전광역시 서구 복수남로 28 (복수동),대전광역시
대전둔산남로,36.348893,127.388665,general,대전광역시 서구 둔산남로 100 (탄방동),대전광역시
대전둔산로,36.354233,127.377273,general,대전광역시 서구 대덕대로241번길 35 (둔산동),대전광역시
대전법원,36.353315,127.387437,general,대전광역시 서구 둔산로123번길 43 (둔산동),대전광역시
대전가수원DT,36.3037589,127.3487988,generalDT,대전광역시 서구 계백로 1128 (가수원동),대전광역시
대전수침교DT,36.3349683,127.3967289,generalDT,대전광역시 서구 계룡로 692 (용문동),대전광역시
대전관저,36.29871831,127.3380692,general,대전광역시 서구 관저로 142 (관저동),대전광역시
대전대덕로,36.353466,127.380591,general,대전광역시 서구 대덕대로234번길 18 (둔산동),대전광역시
대전목원대,36.33180804,127.3386548,general,대전광역시 서구 동서대로 682 (도안동),대전광역시
대전둔산,36.3502188,127.3772612,general,대전광역시 서구 대덕대로 189 (둔산동),대전광역시
대전만년,36.367606,127.382002,general,대전광역시 서구 만년로 81 (만년동),대전광역시
대전시청사거리,36.348036,127.383509,general,대전광역시 서구 둔산남로 50 (탄방동),대전광역시
대전월평,36.361008,127.377288,general,대전광역시 서구 청사로123번길 25 (월평동),대전광역시
둔산은하수,36.3529477,127.3777879,general,"대전광역시 서구 둔산로31번길 28, 금정빌딩 1층 (둔산동)",대전광역시
대전탄방,36.3463971,127.3878875,general,"대전광역시 서구 문정로 78, 정우빌딩 1층 (탄방동)",대전광역시
대전시청역,36.35097437,127.3894993,general,대전광역시 서구 둔산로 142 (둔산동),대전광역시
대전호텔,36.35905917,127.3877262,general,"대전광역시 서구 둔산중로134번길 13, 토요코인호텔 1층  (둔산동)",대전광역시
월평트레이더스,36.358025,127.363093,general,대전광역시 서구 한밭대로 580 (월평동),대전광역시
대전시청역8번출구,36.35057141,127.3874074,general,대전광역시 서구 둔산중로46번길 10 (둔산동),대전광역시
둔산대덕대로,36.35073271,127.3784691,general,"대전광역시 서구 대덕대로 200 (둔산동), 1층",대전광역시
둔산삼성스토어,36.35543368,127.3799754,general,대전광역시 서구 대덕대로 254 삼성전자 메가스토어 대전본점 1층  (둔산동),대전광역시
대전갈마DT,36.35148134,127.3704905,generalDT,대전광역시 서구 계룡로 384 (갈마동),대전광역시
대전용문DT,36.3350093,127.3897099,generalDT,대전광역시 서구 도산로 336 (용문동),대전광역시
도안레이크타워,36.32583637,127.3485297,general,대전광역시 서구 도안동로 234-54 (도안동) 105~109호,대전광역시
대전관저네거리,36.30183063,127.3345171,general,대전광역시 서구 계백로 993 (관저동) 102-1호,대전광역시
대전반석역,36.391646,127.31422,general,대전광역시 유성구 북유성대로 303 (반석동),대전광역시
대전도안DT,36.3513576,127.3402518,generalDT,대전광역시 유성구 도안대로 573 (봉명동),대전광역시
대전유성구청,36.362206,127.357705,general,대전광역시 유성구 어은로 42 (어은동),대전광역시
대전지족,36.3872054,127.3175549,general,대전광역시 유성구 지족로 373 (지족동),대전광역시
대전유성,36.3545222,127.3395544,general,대전광역시 유성구 온천서로 2 (봉명동),대전광역시
대전전민,36.3994397,127.4005253,general,대전광역시 유성구 유성대로 1722 (전민동),대전광역시
대전관평동,36.4255141,127.39263,general,대전광역시 유성구 테크노중앙로 68,대전광역시
대전조이마루,36.37645528,127.390802,general,대전광역시 유성구 엑스포로 97번길 40,대전광역시
대전노은,36.373444,127.319446,general,"대전광역시 유성구 은구비남로33번길 26, 1~2층 (지족동)",대전광역시
충남대정문,36.36066,127.34464,general,대전광역시 유성구 대학로 82 (궁동),대전광역시
대전테크노밸리,36.42517628,127.3896075,general,대전광역시 유성구 테크노4로 105 (관평동),대전광역시
대전문지,36.39244946,127.4055234,general,대전광역시 유성구 문지로299번길 56 (문지동),대전광역시
신세계대전R,36.37526851,127.38158,reserve,"대전광역시 유성구 엑스포로 1 (도룡동), 대전신세계 백화점 5F",대전광역시
대전현대아울렛,36.424,127.398625,general,대전광역시 유성구 테크노중앙로 123 (용산동),대전광역시
대전유성NC,36.3535775,127.343794,general,대전광역시 유성구 계룡로 119 (봉명동),대전광역시
대전구암DT,36.3487072,127.3326118,generalDT,대전광역시 유성구 월드컵대로289번길 6 (구암동),대전광역시
신세계대전B1,36.37518805,127.381379,general,"대전광역시 유성구 엑스포로 1 (도룡동), 대전신세계 백화점 B1층",대전광역시
대전엑스포스카이,36.37489372,127.3832386,general,대전광역시 유성구 엑스포로 1 (도룡동) 신세계엑스포점 38층,대전광역시
대전송강,36.43419353,127.3881847,general,대전광역시 유성구 봉산로 1 (송강동),대전광역시
대전대사DT,36.318823,127.417463,generalDT,대전광역시 중구 계룡로 949 (대사동),대전광역시
대전태평,36.32307012,127.3934196,general,대전광역시 중구 태평로 71 (태평동),대전광역시
대전유천DT,36.31833644,127.3982538,generalDT,대전광역시 중구 계백로 1604 (유천동),대전광역시
대전중앙로R,36.327962,127.426603,reserve,대전광역시 중구 대종로 486 (은행동),대전광역시
은행동,36.32907873,127.4276569,general,대전광역시 중구 중앙로 164 (은행동),대전광역시
대전목동DT,36.33286682,127.4109608,generalDT,대전광역시 중구 동서대로 1387 (목동),대전광역시
서대전네거리,36.32306956,127.411203,general,"대전광역시 중구 계룡로 878 (오류동), 1층",대전광역시
금정구청DT,35.23880973,129.0930176,generalDT,부산광역시 금정구 중앙대로 1730 (부곡동),부산광역시
온천장역DT,35.224006,129.08656,generalDT,부산광역시 금정구 식물원로 13 (장전동),부산광역시
부산대정문,35.23212165,129.0844959,general,부산광역시 금정구 부산대학로64번길 12 (장전동),부산광역시
부산대역,35.2305218,129.0886943,general,"부산광역시 금정구 장전로12번길 64, 1~4층 (장전동)",부산광역시
금정이마트,35.24981982,129.0907823,general,부산광역시 금정구 중앙대로1841번길 24 (구서동),부산광역시
금정구서,35.24690838,129.0887384,general,부산광역시 금정구 금강로 441 (구서동),부산광역시
부산서동,35.21463925,129.1055844,general,부산광역시 금정구 서동로 173 (서동),부산광역시
용호동W스퀘어,35.1337011,129.113324,general,"부산광역시 남구 분포로 145 (용호동) 더블유스퀘어동 1019호,1020호,1021호,2011호 2012호",부산광역시
동명대DT,35.12311959,129.0990164,generalDT,부산광역시 남구 신선로 423 (용당동),부산광역시
BIFC Mall,35.14631047,129.0658885,general,부산광역시 남구 문현금융로 40 (문현동) 부산국제금융센터,부산광역시
부산대연역,35.13503615,129.0930997,general,"부산광역시 남구 수영로 240-1, 1층 (대연동)",부산광역시
경성대,35.13734555,129.1006378,general,부산광역시 남구 수영로 312 (대연동),부산광역시
문현이마트,35.14469512,129.0643035,general,부산광역시 남구 전포대로91번길 47 (문현동),부산광역시
부산유엔공원,35.1299808,129.0980971,general,부산광역시 남구 유엔로 200 (대연동),부산광역시
용호빌리브,35.13112889,129.1126101,general,부산광역시 남구 분포로 61 (용호동) 빌리브센트로 제B동 101호~106호,부산광역시
부산대연못골,35.13609516,129.0919174,general,부산광역시 남구 못골로 87 (대연동),부산광역시
부산역라마다,35.11434481,129.0403061,general,부산광역시 동구 중앙대로196번길 10 (초량동),부산광역시
부산역아스티,35.11612791,129.041716,general,부산광역시 동구 중앙대로214번길 7-8 (초량동),부산광역시
부산역,35.11634795,129.0406906,general,부산광역시 동구 중앙대로 216 (초량동),부산광역시
범일동일타워,35.13879395,129.0639543,general,부산광역시 동구 조방로 14 (범일동),부산광역시
서면중앙대로R,35.152868,129.0594463,reserve,부산광역시 부산진구 중앙대로 672 (부전동) 1층 2층,부산광역시
서면로R,35.15524852,129.0576382,reserve,부산광역시 부산진구 서면로 49-1 (부전동),부산광역시
양정역,35.17017172,129.0692742,general,부산광역시 부산진구 중앙대로 894 (양정동),부산광역시
동의대역,35.15495096,129.0361873,general,부산광역시 부산진구 가야대로 589 (가야제1동),부산광역시
부산개금역,35.15298206,129.0225983,general,부산광역시 부산진구 가야대로 462 (개금동),부산광역시
서면전포역,35.15436483,129.0636289,general,부산광역시 부산진구 전포대로199번길 27 (전포동),부산광역시
부산서면중앙로,35.15548976,129.0589527,general,부산광역시 부산진구 중앙대로 701 (부전동),부산광역시
서면서전로,35.15791919,129.061952,general,부산광역시 부산진구 서전로 19 (부전동),부산광역시
부산서면,35.154098,129.061562,general,부산광역시 부산진구 중앙대로692번길 46-10 (부전동),부산광역시
서면역,35.15789381,129.0600009,general,부산광역시 부산진구 서전로 1 (부전동),부산광역시
부전역,35.16181114,129.0620146,general,"부산광역시 부산진구 중앙대로 777, 서면호텔 복합시설1,2층 (부전동)",부산광역시
서면센트럴스퀘어,35.15161771,129.0608987,general,부산광역시 부산진구 중앙대로666번길 50 (부전동),부산광역시
서면메디컬거리,35.157961,129.0574095,general,"부산광역시 부산진구 가야대로 783-1, 1층 (부전동)",부산광역시
서면중앙,35.15685353,129.0579804,general,부산광역시 부산진구 서면로68번길 1 (부전동),부산광역시
서면트레이더스,35.16383129,129.0530396,general,부산광역시 부산진구 시민공원로 31 (부암동),부산광역시
초읍대공원,35.18281931,129.0474836,general,부산광역시 부산진구 성지곡로 6 (초읍동),부산광역시
서면엠디엠타워,35.14953869,129.0588878,general,부산광역시 부산진구 중앙대로 639 (범천동),부산광역시
서면문화로,35.15885784,129.0574959,general,부산광역시 부산진구 서면문화로 10 (부전동),부산광역시
부산덕천역,35.210787,129.008358,general,부산광역시 북구 만덕대로 30 (덕천동),부산광역시
부산화명역,35.23367528,129.0131877,general,부산광역시 북구 금곡대로285번길 5 (화명동),부산광역시
화명강변DT,35.216972,129.004611,generalDT,부산광역시 북구 금곡대로77 (덕천동),부산광역시
부산구남역DT,35.19824129,128.9962801,generalDT,부산광역시 북구 백양대로 1040 (구포동),부산광역시
부산만덕DT,35.213166,129.039764,generalDT,부산광역시 북구 만덕대로 323 (만덕동),부산광역시
사상주례DT,35.154847,128.996302,generalDT,부산광역시 사상구 백양대로 520 (주례동),부산광역시
동서대DT,35.150863,129.010026,generalDT,부산광역시 사상구 가야대로 338 (주례동),부산광역시
사상역,35.164003,128.983473,general,부산광역시 사상구 사상로 211 (괘법동),부산광역시
부산사상로,35.16297096,128.9845865,general,부산광역시 사상구 사상로 200 (괘법동) 105호,부산광역시
삼락강변DT,35.17668455,128.9767104,generalDT,부산광역시 사상구 낙동대로 1306 (삼락동),부산광역시
사상엄궁DT,35.127533,128.969588,generalDT,부산광역시 사상구 낙동대로 744 (엄궁동),부산광역시
사상이마트,35.1642292,128.9789053,general,부산광역시 사상구 광장로 17 (괘법동),부산광역시
다대포비치,35.04912735,128.9635667,general,부산광역시 사하구 다대로 714 (다대동),부산광역시
다대포DT,35.060973,128.975257,generalDT,부산광역시 사하구 다대로 493 (다대동),부산광역시
을숙도강변DT,35.11526,128.959578,generalDT,부산광역시 사하구 하신번영로 381-6 (하단동),부산광역시
부산괴정역,35.09838204,128.9941945,general,부산광역시 사하구 사하로186번길 6 (괴정동),부산광역시
하단중앙,35.106522,128.966103,general,부산광역시 사하구 낙동남로 1411 (하단동),부산광역시
사하장림DT,35.0849337,128.9802207,generalDT,부산광역시 사하구 을숙도대로 682 (장림동),부산광역시
부산교대역DT,35.19890409,129.0789313,generalDT,부산광역시 연제구 중앙대로 1250 (거제동),부산광역시
연산시티타워,35.1880509,129.0808282,general,부산광역시 연제구 중앙대로 1125 (연산동),부산광역시
부산연산역,35.18708217,129.0831854,general,부산광역시 연제구 반송로 20 (연산동),부산광역시
부산교대,35.19568538,129.0774495,general,부산광역시 연제구 교대로 20-2 (거제동),부산광역시
연산트레이더스,35.1849114,129.1125088,general,부산광역시 연제구 좌수영로 241 연산동,부산광역시
연산교차로,35.1853948,129.0816111,general,부산광역시 연제구 중앙대로 1098 (연산동),부산광역시
부산시청,35.18159,129.07841,general,부산광역시 연제구 중앙천로 93 (연산동),부산광역시
연제이마트,35.17574571,129.0817409,general,부산광역시 연제구 연수로 89 (연산동),부산광역시
영도청학DT,35.093885,129.065171,generalDT,부산광역시 영도구 태종로 373 (청학동),부산광역시
영도대교,35.094678,129.037184,general,부산광역시 영도구 태종로 39 (대교동1가),부산광역시
부산광복로,35.100123,129.031422,general,부산광역시 중구 광복중앙로 8-2 (광복동3가),부산광역시
자갈치역,35.098378,129.029716,general,부산광역시 중구 구덕로 54-1 (남포동5가),부산광역시
국제시장,35.102783,129.028601,general,부산광역시 중구 대청로 80 (대청동3가),부산광역시
부산중앙역,35.1050552,129.0359604,general,부산광역시 중구 중앙대로81번길 2 (중앙동4가),부산광역시
남포동역,35.098311,129.035151,general,"부산광역시 중구 구덕로 4, 1~2층 (광복동1가)",부산광역시
부산비프광장,35.09893737,129.028743,general,부산광역시 중구 비프광장로 33 (남포동3가),부산광역시
기장역DT,35.2421513,129.220117,generalDT,부산광역시 기장군 기장읍 기장대로 527 ,부산광역시
동부산DT,35.184073,129.210875,generalDT,부산광역시 기장군 기장읍 기장해안로 56 ,부산광역시
부산정관,35.321336,129.176983,general,부산광역시 기장군 정관읍 정관로 579 ,부산광역시
기장일광DT,35.25724297,129.2251337,generalDT,부산광역시 기장군 일광읍 기장대로 706 ,부산광역시
부산P.아울렛,35.32270153,129.2354146,general,부산광역시 기장군 장안읍 정관로 1133 ,부산광역시
동부산테마파크,35.19358297,129.2142185,general,부산광역시 기장군 기장읍 동부산관광로 34 ,부산광역시
정관신도시DT,35.33444637,129.1707266,generalDT,부산광역시 기장군 정관읍 모전로 101 ,부산광역시
기장임랑원,35.31645328,129.2609281,general,부산광역시 기장군 장안읍 임랑해안길 10 ,부산광역시
광안수변공원,35.1532166,129.1246161,general,부산광역시 수영구 민락수변로 29 (민락동),부산광역시
수영역,35.16573717,129.1145751,general,부산광역시 수영구 수영로 671 (광안동),부산광역시
금련산역,35.14717,129.1105,general,부산광역시 수영구 수영로464번길 6 (남천동),부산광역시
광안비치,35.15317424,129.1178487,general,부산광역시 수영구 광안로62번길 39 (광안동),부산광역시
수영망미DT,35.177411,129.107428,generalDT,부산광역시 수영구 과정로 68 (망미동),부산광역시
광안리,35.15502782,129.1208407,general,부산광역시 수영구 광안해변로 247 (민락동),부산광역시
남천,35.14830649,129.1141711,general,부산광역시 수영구 남천바다로 38 (남천동),부산광역시
남천더샵,35.14125706,129.1067063,general,"부산광역시 수영구 수영로 389 (남천동, 더샵 남천프레스티지)",부산광역시
밀락더마켓,35.15400258,129.1272735,general,부산광역시 수영구 민락수변로17번길 56 (민락동),부산광역시
스타필드명지,35.0934683,128.9174322,general,부산광역시 강서구 명지국제6로 168 스타필드 명지 1층,부산광역시
명지강변DT,35.1026237,128.9294804,generalDT,부산광역시 강서구 르노삼성대로 620 (명지동),부산광역시
명지국제신도시,35.0978,128.9203,general,부산광역시 강서구 명지국제5로 42 (명지동),부산광역시
명지오션시티,35.084043,128.903135,general,부산광역시 강서구 명지오션시티11로 66 (명지동),부산광역시
강서녹산DT,35.11286233,128.8796442,generalDT,부산광역시 강서구 낙동남로511번길 42 (녹산동),부산광역시
명지퍼스트월드,35.09724029,128.9066621,general,"부산광역시 강서구 명지국제7로 37 (명지동, 더샵 명지퍼스트월드 2단지)",부산광역시
동래역,35.20557928,129.0801171,general,부산광역시 동래구 충렬대로181번길 42 (명륜동),부산광역시
명륜역,35.212443,129.078378,general,부산광역시 동래구 동래로 25 ,부산광역시
사직구장,35.19619283,129.0616045,generalWT,부산광역시 동래구 사직북로 4 (사직동),부산광역시
부산안락DT,35.1958595,129.1069541,generalDT,부산광역시 동래구 충렬대로 446 (안락동),부산광역시
동래미남DT,35.20719598,129.0720251,generalDT,부산광역시 동래구 충렬대로 101 (온천동),부산광역시
부산사직,35.19791172,129.0605501,general,부산광역시 동래구 사직북로 24 (사직동),부산광역시
부산온천장역,35.22137512,129.0859533,general,"부산광역시 동래구 중앙대로 1523, SK허브스카이위아아파트 1층 (온천동)",부산광역시
부산동래,35.20292773,129.0810293,general,부산광역시 동래구 충렬대로 194 (명륜동),부산광역시
동래허심청,35.22076166,129.0827228,general,부산광역시 동래구 온천장로107번길 32 (온천동) 1층,부산광역시
부산미남역,35.20560853,129.0677605,general,부산광역시 동래구 석사북로 108 (온천동),부산광역시
부산송도해수욕장,35.077315,129.017874,general,"부산광역시 서구 송도해변로 97(101,102,201) (암남동)",부산광역시
부민사거리,35.103629,129.02022,general,부산광역시 서구 구덕로 212 (부민동1가),부산광역시
부산동대신역,35.112688,129.016686,general,부산광역시 서구 구덕로322번길 7 (동대신동3가),부산광역시
동아대병원,35.1195185,129.0172766,general,부산광역시 서구 동대로 8 (동대신동3가),부산광역시
해운대동백,35.158371,129.153065,general,"부산광역시 해운대구 해운대해변로 197 (우동, 해운대경동제이드아파트)",부산광역시
수영강변DT,35.203889,129.119336,generalDT,부산광역시 해운대구 수영강변대로 516 (반여동),부산광역시
센텀파크,35.178759,129.122541,general,"부산광역시 해운대구 센텀중앙로 145 (재송동, 더샵센텀파크1차아파트)",부산광역시
해운대역,35.16314489,129.1595928,general,부산광역시 해운대구 구남로 9 (우동),부산광역시
부산재송DT,35.181271,129.12405,generalDT,부산광역시 해운대구 해운대로 189 (재송동),부산광역시
해운대,35.16010998,129.1621351,generalWT,부산광역시 해운대구 구남로 49 (중동) 101호,부산광역시
센텀로,35.1678356,129.1315392,general,부산광역시 해운대구 센텀2로 10 (우동) 센텀메디컬센타 1층 스타벅스 센텀로점,부산광역시
센텀신세계B1,35.1687027,129.1297466,general,부산광역시 해운대구 센텀남대로 35 (우동) 센텀시티 신세계UEC,부산광역시
해운대달맞이DT,35.16156115,129.1711826,generalDT,부산광역시 해운대구 달맞이길 57 (중동) 1~3층,부산광역시
센텀그린타워,35.174668,129.126697,general,부산광역시 해운대구 센텀중앙로 78 (우동),부산광역시
부산송정비치,35.1807279,129.2022769,general,부산광역시 해운대구 송정해변로 36 (송정동),부산광역시
장산역,35.16938036,129.1763509,general,부산광역시 해운대구 해운대로 802 (좌동),부산광역시
하버타운,35.15962162,129.1597081,general,부산광역시 해운대구 해운대해변로 257 (우동),부산광역시
벡스코,35.16884711,129.1354444,general,"부산광역시 해운대구 APEC로 55, 벡스코내 (우동)",부산광역시
팔레드시즈,35.16002278,129.1660063,general,"부산광역시 해운대구 해운대해변로298번길 24, 팔래드시즈 1-3호 (중동)",부산광역시
제니스스퀘어,35.156657,129.144091,general,"부산광역시 해운대구 마린시티2로 33, 제니스스퀘어 (우동)",부산광역시
마린시티아이파크,35.1569194,129.1434995,general,부산광역시 해운대구 마린시티2로 38 (우동),부산광역시
해운대달맞이,35.157925,129.182307,general,부산광역시 해운대구 달맞이길 189 (중동),부산광역시
해운대이마트,35.166029,129.167397,general,부산광역시 해운대구 좌동순환로 511 (중동) 1층,부산광역시
센텀드림월드,35.167027,129.132829,general,"부산광역시 해운대구 센텀2로 25, 센텀드림월드 1층 (우동)",부산광역시
센텀KNN,35.17191589,129.1285139,general,부산광역시 해운대구 센텀서로 30 (우동),부산광역시
월드마크센텀,35.17137,129.131112,general,"부산광역시 해운대구 센텀동로 25, 1층 (우동)",부산광역시
엘시티,35.15999408,129.1686172,general,"부산광역시 해운대구 달맞이길 30 (중동, 엘시티) 1021호, 1022호, 1023호",부산광역시
해운대NC,35.17030698,129.1770643,general,부산광역시 해운대구 해운대로 813 (좌동),부산광역시
해운대좌동,35.1775937,129.1755895,general,부산광역시 해운대구 좌동순환로 178 (좌동),부산광역시
해운대 엑스더스카이,35.15977197,129.1696976,general,부산광역시 해운대구 달맞이길30 ,부산광역시
부산성모안과병원,35.167491,129.1407913,general,부산광역시 해운대구 해운대로 409 (우동),부산광역시
센텀신세계3F,35.16906348,129.1290657,general,부산광역시 해운대구 센텀남대로 35 (우동),부산광역시
해운대중동역,35.1671846,129.1678855,general,부산광역시 해운대구 좌동순환로 6 (중동),부산광역시
센텀몰1F,35.16993639,129.1283416,general,부산광역시 해운대구 센텀4로 15 (우동),부산광역시
그랜드조선 부산,35.16006435,129.1631764,general,부산광역시 해운대구 해운대해변로 292 (중동),부산광역시
울산대공원,35.53233,129.293827,general,울산광역시 남구 대공원입구로 4 (옥동),울산광역시
울산도산사거리DT,35.53094166,129.3302321,generalDT,울산광역시 남구 대암로129번길 9-6 (야음동),울산광역시
울산시청사거리DT,35.537195,129.313617,generalDT,울산광역시 남구 중앙로 180 (달동),울산광역시
울산남구청DT,35.5441545,129.3245996,generalDT,울산광역시 남구 번영로 215 (신정동),울산광역시
울산중리사거리DT,35.543928,129.338651,generalDT,울산광역시 남구 돋질로 310 (삼산동),울산광역시
울산센트럴,35.53879377,129.3323609,general,울산광역시 남구 삼산로 231 (달동),울산광역시
울산삼산로,35.5384838,129.3373025,general,울산광역시 남구 삼산로 278 번길 8 (삼산동),울산광역시
울산대,35.542467,129.260197,general,울산광역시 남구 대학로84번길 5-3 (무거동),울산광역시
울산디자인거리,35.540501,129.33876,general,"울산광역시 남구 삼산중로74번길 30-1, 1~2층 (삼산동)",울산광역시
울산신복,35.54809472,129.262773,general,울산광역시 남구 대학로 152 (무거동),울산광역시
울산태화강역DT,35.5401976,129.3486955,generalDT,울산광역시 남구 삼산로 379 (삼산동),울산광역시
울산번영로DT,35.53541316,129.3293004,generalDT,울산광역시 남구 달삼로 3 (달동),울산광역시
울산삼성,35.5343805,129.3170556,general,울산광역시 남구 삼산로 86 (달동),울산광역시
울산신정DT,35.5336116,129.3011209,generalDT,울산광역시 남구 문수로 435 (신정동),울산광역시
울산호계DT,35.63791557,129.3450397,generalDT,울산광역시 북구 산업로 1464 (신천동),울산광역시
울산북구청DT,35.58348599,129.3589047,generalDT,울산광역시 북구 산업로 1011 (연암동),울산광역시
